date,domain,country,title,url,content_length,author
1997-01-01,,denmark,Uddannelsesræs,https://piopio.dk/emner/uddannelsesr%C3%A6s,186.0,
1998-10-14,,sweden,Det här händer under Öppna Möllan,https://www.arbetaren.se/1998/10/14/n-a/,41886.0,
1999-02-22,,finland,,https://verkkosanomat.com/uutisia-nakokulmia-ja-blogit-1/,3018.0,
1999-02-22,,finland,,https://verkkosanomat.com/banneri/,2507.0,
1999-02-22,,finland,,https://verkkosanomat.com/vs-sininenlogo-isoreso/,3873.0,
1999-02-22,,finland,,https://verkkosanomat.com/vs/,758.0,
1999-02-22,,finland,,https://verkkosanomat.com/vs-hahmo/,906.0,
1999-02-22,,finland,,https://verkkosanomat.com/vastaan-sanomat-1048-x-214-px/,731.0,
1999-02-22,,finland,,https://verkkosanomat.com/vs-default-kansi/,662.0,
1999-02-22,,finland,,https://verkkosanomat.com/banneri-kunta-aluevaalit/,3120.0,
1999-02-22,,finland,,https://verkkosanomat.com/vs-default-img/,2659.0,
1999-02-22,,finland,,https://verkkosanomat.com/1/,1619.0,
1999-02-22,,finland,,https://verkkosanomat.com/aikalehti-logolevea/,2833.0,
1999-02-22,,finland,,https://verkkosanomat.com/vs-mukilogo/,5867.0,
1999-02-22,,finland,,https://verkkosanomat.com/aikalehti-logolevea-2/,2833.0,
1999-02-22,,finland,,https://verkkosanomat.com/vs-gallup/,1577.0,
1999-02-22,,finland,,https://verkkosanomat.com/kimmo/,1555.0,
1999-02-22,,finland,,https://verkkosanomat.com/vs-somelogo/,2506.0,
1999-02-22,,finland,,https://verkkosanomat.com/verkkosanomat/,1922.0,
1999-02-22,,finland,,https://verkkosanomat.com/testi-logi/,5867.0,
1999-02-22,,finland,,https://verkkosanomat.com/verkkosanomat-somelogo/,2555.0,
1999-02-22,,finland,,https://verkkosanomat.com/vs-header-1048-x-214-px/,635.0,
1999-02-22,,finland,,https://verkkosanomat.com/mainoksesi-tahan-ota-yhteytta-toimitusvastaansanomat-com/,1880.0,
1999-02-22,,finland,,https://verkkosanomat.com/vastavuoro-banneri-2/,824.0,
1999-02-22,,finland,,https://verkkosanomat.com/vs-banneri1200x300/,967.0,
1999-02-22,,finland,,https://verkkosanomat.com/mainoksesi-tahan-ota-yhteytta-toimitusvastaansanomat-com_-1/,1880.0,
1999-02-22,,finland,,https://verkkosanomat.com/aikalehti-logo-nelio/,254.0,
1999-02-22,,finland,,https://verkkosanomat.com/seo-kuva/,1263.0,
1999-03-04,,sweden,Det här händer under Öppna Möllan,https://www.arbetaren.se/1999/03/04/n-a-2/,41886.0,
1999-06-22,,sweden,Att tänka på budgeten,https://proletaren.se/artikel/kronika-att-tanka-pa-budgeten/,3210.0,Root --Ppa-Color-Scheme ; --Ppa-Color-Scheme-Active
1999-06-29,,sweden,Rasten tillhör oss arbetare,https://proletaren.se/artikel/kronika-rasten-tillhor-oss-arbetare/,3650.0,Root --Ppa-Color-Scheme ; --Ppa-Color-Scheme-Active
1999-07-07,,sweden,"Arbetslös, tidningsbud …",https://proletaren.se/artikel/kronika-arbetslos-tidningsbud/,2813.0,Root --Ppa-Color-Scheme ; --Ppa-Color-Scheme-Active
1999-07-14,,sweden,Vad 30 år kan vara mycket,https://proletaren.se/artikel/kronika-vad-30-ar-kan-vara-mycket/,2965.0,Root --Ppa-Color-Scheme ; --Ppa-Color-Scheme-Active
1999-08-24,,sweden,… och så blev han flexibel,https://proletaren.se/artikel/kronika-och-sa-blev-han-flexibel/,3513.0,Root --Ppa-Color-Scheme ; --Ppa-Color-Scheme-Active
1999-09-28,,sweden,Framtiden blev en kombi,https://proletaren.se/artikel/kronika-framtiden-blev-en-kombi/,5150.0,Root --Ppa-Color-Scheme ; --Ppa-Color-Scheme-Active
2000-09-09,,sweden,Det här händer under Öppna Möllan,https://www.arbetaren.se/2000/09/09/n-a-3/,41886.0,
2001-03-27,,sweden,EU och den nationella frågan – 2: EU och den nationella självbestämmanderätten,https://proletaren.se/artikel/eu-eu-och-den-nationella-fragan-2-eu-och-den-nationella-sjalvbestammanderatten/,21175.0,Root --Ppa-Color-Scheme ; --Ppa-Color-Scheme-Active
2001-03-30,,sweden,EU och den nationella frågan – 3: EU-kedjan bryts på dess svagaste länk,https://proletaren.se/artikel/eu-eu-och-den-nationella-fragan-3-eu-kedjan-bryts-pa-dess-svagaste-lank/,24559.0,Root --Ppa-Color-Scheme ; --Ppa-Color-Scheme-Active
2001-04-23,,norway,Norge 2001: Jenter uten rett til skilsmisse,https://www.rights.no/2001/04/norge-2001-jenter-uten-rett-til-skilsmisse/,545.0,Hege Storhaug
2001-06-15,,sweden,Tragedin i Ådalen möjlig igen,https://proletaren.se/artikel/inrikes-tragedin-i-adalen-mojlig-igen/,11254.0,Root --Ppa-Color-Scheme ; --Ppa-Color-Scheme-Active
2001-08-01,,denmark,Stik mig dine fortrolige data – så alle kan se med!,https://www.folkets.dk/node/257,7536.0,
2002-01-01,,denmark,Nilas Bay-Foged,https://piopio.dk/emner/nilas-bay-foged,188.0,
2002-06-16,,norway,Ingen likestilling,https://www.rights.no/2002/06/ingen-likestilling/,3209.0,HRS
2002-11-14,,sweden,"”Förvaring, misskötsel och vanvård”",https://proletaren.se/artikel/inrikes-forvaring-misskotsel-och-vanvard/,6525.0,Root --Ppa-Color-Scheme ; --Ppa-Color-Scheme-Active
2002-11-15,,sweden,"Swebbtv nyheter 15 november 2002 om grundlagsändringar, cyberförsvar och utvisningsskäl",https://swebbtv.se/w/qtd6RbEWFJtv3XKq25RT2y,536.0,
2003-01-01,www.folkets.dk,denmark,"Dialog forbudt - historien om en industri som politikerne gerne vil beskatte, men ikke lytte til",https://www.folkets.dk/node/3842,,
2003-01-01,www.folkets.dk,denmark,EU-støttet projekt for syge baseret på direkte løgn,https://www.folkets.dk/node/290,,
2003-01-01,www.folkets.dk,denmark,Kejserens nye klæder,https://www.folkets.dk/node/781,,
2003-01-01,www.folkets.dk,denmark,"Feminismen fylder utroligt meget i den offentlige debat – men kun fire procent af kvinder kalder sig feminister, viser ny forskning",https://www.folkets.dk/node/2192,,
2003-01-01,www.folkets.dk,denmark,Demokrati og populisme,https://www.folkets.dk/node/1515,,
2003-01-14,www.document.no,norway,Arkiv,https://www.document.no/2003/01/14/post_2/,,Hans Rustad
2003-01-14,www.document.no,norway,Lenke til artikkel i Los,https://www.document.no/2003/01/14/lenke_til_artikkel_i_los/,,Hans Rustad
2003-01-14,www.document.no,norway,Velkommen til Document.no. Dette er,https://www.document.no/2003/01/14/velkommen_til_documentno_dette/,,Hans Rustad
2003-01-15,www.document.no,norway,I en tid da alle,https://www.document.no/2003/01/15/i_en_tid_da_alle/,,Hans Rustad
2003-01-15,www.document.no,norway,Saddams medienisser Lenin hadde sine,https://www.document.no/2003/01/15/saddams_medienisser_lenin_hadd/,,Hans Rustad
2003-01-15,www.document.no,norway,Norways: out of touch Discussion,https://www.document.no/2003/01/15/norways_out_of_touch_discussio/,,Hans Rustad
2003-01-15,www.document.no,norway,Medienes forfall Mandag 13. januar,https://www.document.no/2003/01/15/medienes_forfall_mandag_13_jan/,,Hans Rustad
2003-01-15,www.document.no,norway,En fin ting å vite:,https://www.document.no/2003/01/15/en_fin_ting_a_vite/,,Hans Rustad
2003-01-17,www.document.no,norway,Debattem om John Pilgers docu,https://www.document.no/2003/01/17/debattem_om_john_pilgers_docu/,,Hans Rustad
2003-01-17,www.document.no,norway,Thomas Friedman hadde for,https://www.document.no/2003/01/17/thomas_friedman_hadde_for/,,Hans Rustad
2003-01-17,www.document.no,norway,Analyse/kommentar i The Times,https://www.document.no/2003/01/17/analysekommentar_i_the_times/,,Hans Rustad
2003-01-17,www.document.no,norway,Mulla Krekar vises en omsorg,https://www.document.no/2003/01/17/mulla_krekar_vises_en_omsorg/,,Hans Rustad
2003-01-18,www.document.no,norway,I siste New York Review,https://www.document.no/2003/01/18/i_siste_new_york_review/,,Hans Rustad
2003-01-19,www.document.no,norway,Nok en bekreftelse på at,https://www.document.no/2003/01/19/nok_en_bekreftelse_pa_at/,,Hans Rustad
2003-01-19,www.document.no,norway,krigsdagbok: Under den annen verdenskrig,https://www.document.no/2003/01/19/krigsdagbok_under_den_annen_ve/,,Hans Rustad
2003-01-19,www.document.no,norway,Første dag med antikrigsdemonstrasjoner over,https://www.document.no/2003/01/19/forste_dag_med_antikrigsdemons/,,Hans Rustad
2003-01-21,www.document.no,norway,På en eller annen måte,https://www.document.no/2003/01/21/pa_en_eller_annen_mate/,,Hans Rustad
2003-01-21,www.document.no,norway,Har noen av dere synspunkter,https://www.document.no/2003/01/21/har_noen_av_dere_synspunkter/,,Hans Rustad
2003-01-21,www.document.no,norway,Aften tirsdag har et lite,https://www.document.no/2003/01/21/aften_tirsdag_har_et_lite/,,Hans Rustad
2003-01-21,www.document.no,norway,Jeg vet ikke hvordan eller,https://www.document.no/2003/01/21/jeg_vet_ikke_hvordan_eller/,,Hans Rustad
2003-01-22,www.document.no,norway,Al-Qaida kan ha endret metode,https://www.document.no/2003/01/22/alqaida_kan_ha_endret_metode/,,Hans Rustad
2003-01-22,www.document.no,norway,Det er stor mangel på,https://www.document.no/2003/01/22/det_er_stor_mangel_pa/,,Hans Rustad
2003-01-22,www.document.no,norway,"A propos Petter Nomes ""permittering""",https://www.document.no/2003/01/22/a_propos_petter_nomes_permitte/,,Hans Rustad
2003-01-23,www.document.no,norway,Motvekt til antikrigshysteriet: Militærkorrespondenten til,https://www.document.no/2003/01/23/motvekt_til_antikrigshysteriet/,,Hans Rustad
2003-01-23,www.document.no,norway,"I fredagens FAZ svarer Sloterdijk,",https://www.document.no/2003/01/23/i_fredagens_faz_svarer_sloterd/,,Hans Rustad
2003-01-23,www.document.no,norway,Oppdatert på slutten med IHT-artikkel,https://www.document.no/2003/01/23/oppdatert_pa_slutten_med_ihtar/,,Hans Rustad
2003-01-24,www.document.no,norway,En vesentlig forklaring på Europas,https://www.document.no/2003/01/24/en_vesentlig_forklaring_pa_eur/,,Hans Rustad
2003-01-24,www.document.no,norway,"Her er ord for dagen,",https://www.document.no/2003/01/24/her_er_ord_for_dagen/,,Hans Rustad
2003-01-25,www.document.no,norway,"""Han er nemlig overbevist",https://www.document.no/2003/01/25/han_er_nemlig_overbevist/,,Hans Rustad
